,Country Code,Year,TotalXpd,Country Name,Region,PCAPXpd,IncomeGroup,Mortality
1146,BEL,2009,10.39434014,Belgium,Europe & Central Asia,4574.69,High income,4.6
1147,BEN,2009,4.46430984,Benin,Sub-Saharan Africa,31.81,Low income,113.2
1148,BFA,2009,7.40543097,Burkina Faso,Sub-Saharan Africa,40.87,Low income,123.6
1149,BGD,2009,2.90958368,Bangladesh,South Asia,19.82,Lower middle income,52.6
1150,BGR,2009,6.77819389,Bulgaria,Europe & Central Asia,471.57,Upper middle income,11.1
1151,BHR,2009,3.786504,Bahrain,Middle East & North Africa,725.75,High income,9.0
1152,BHS,2009,7.4319201,"Bahamas, The",Latin America & Caribbean,1638.22,High income,14.5
1153,BIH,2009,9.64051655,Bosnia and Herzegovina,Europe & Central Asia,442.14,Upper middle income,7.2
1154,BLR,2009,6.08504113,Belarus,Europe & Central Asia,313.29,Upper middle income,6.0
1155,BLZ,2009,5.80764478,Belize,Latin America & Caribbean,247.34,Upper middle income,19.3
1156,BOL,2009,5.76173626,Bolivia,Latin America & Caribbean,104.13,Lower middle income,48.9
1157,BRA,2009,8.64909707,Brazil,Latin America & Caribbean,731.92,Upper middle income,20.8
1158,BRB,2009,6.21396814,Barbados,Latin America & Caribbean,1026.94,High income,14.5
1159,BRN,2009,2.84871691,Brunei Darussalam,East Asia & Pacific,789.85,High income,10.7
1160,BTN,2009,6.02784218,Bhutan,South Asia,107.71,Lower middle income,45.4
1161,BWA,2009,6.38817073,Botswana,Sub-Saharan Africa,321.66,Upper middle income,56.6
1162,CAF,2009,3.57683853,Central African Republic,Sub-Saharan Africa,16.25,Low income,152.7
1163,CAN,2009,11.17309256,Canada,North America,4582.08,High income,5.7
1164,CHE,2009,11.00053859,Switzerland,Europe & Central Asia,7276.7,High income,4.6
1165,CHL,2009,7.39252832,Chile,Latin America & Caribbean,754.59,High income,8.9
1166,CHN,2009,5.07535532,China,East Asia & Pacific,192.52,Upper middle income,17.0
1167,CIV,2009,6.41352727,Cote d'Ivoire,Sub-Saharan Africa,79.1,Lower middle income,112.8
1168,CMR,2009,5.06998858,Cameroon,Sub-Saharan Africa,59.05,Lower middle income,114.5
1169,COD,2009,5.6131874,"Congo, Dem. Rep.",Sub-Saharan Africa,16.06,Low income,119.6
1170,COG,2009,2.26558576,"Congo, Rep.",Sub-Saharan Africa,55.01,Lower middle income,67.3
1171,COL,2009,7.01240715,Colombia,Latin America & Caribbean,361.03,Upper middle income,19.2
1172,COM,2009,3.8159446000000004,Comoros,Sub-Saharan Africa,29.33,Low income,90.8
1173,CPV,2009,4.24249163,Cabo Verde,Sub-Saharan Africa,149.23,Lower middle income,27.1
1174,CRI,2009,9.68658882,Costa Rica,Latin America & Caribbean,634.14,Upper middle income,10.3
1175,CUB,2009,11.78167488,Cuba,Latin America & Caribbean,650.55,Upper middle income,6.2
1176,CYP,2009,7.40220132,Cyprus,Europe & Central Asia,2185.84,High income,3.8
1177,CZE,2009,7.84539515,Czech Republic,Europe & Central Asia,1483.94,High income,3.5
1178,DEU,2009,11.40325491,Germany,Europe & Central Asia,4752.82,High income,4.3
1179,DJI,2009,8.37116146,Djibouti,Middle East & North Africa,107.1,Lower middle income,78.9
1180,DMA,2009,5.259277,Dominica,Latin America & Caribbean,369.57,Upper middle income,20.3
1181,DNK,2009,11.47219769,Denmark,Europe & Central Asia,6464.58,High income,4.2
1182,DOM,2009,4.41085261,Dominican Republic,Latin America & Caribbean,216.25,Upper middle income,34.8
1183,DZA,2009,5.35942501,Algeria,Middle East & North Africa,207.72,Upper middle income,28.3
1184,ECU,2009,5.57500385,Ecuador,Latin America & Caribbean,237.25,Upper middle income,26.0
1185,EGY,2009,5.0088987000000005,"Egypt, Arab Rep.",Middle East & North Africa,117.05,Lower middle income,30.4
1186,ERI,2009,3.30193937,Eritrea,Sub-Saharan Africa,13.35,Low income,57.4
1187,ESP,2009,9.52140118,Spain,Europe & Central Asia,2994.73,High income,4.0
1188,EST,2009,6.93238582,Estonia,Europe & Central Asia,1008.52,High income,5.0
1189,ETH,2009,4.40929621,Ethiopia,Sub-Saharan Africa,14.83,Low income,85.9
1190,FIN,2009,9.20360107,Finland,Europe & Central Asia,4136.66,High income,3.2
1191,FJI,2009,4.25794871,Fiji,East Asia & Pacific,143.49,Upper middle income,24.2
1192,FRA,2009,11.28059369,France,Europe & Central Asia,4722.01,High income,4.3
1193,FSM,2009,13.44070448,"Micronesia, Fed. Sts.",East Asia & Pacific,358.12,Lower middle income,41.3
1194,GAB,2009,3.42794074,Gabon,Sub-Saharan Africa,276.35,Upper middle income,66.3
1195,GBR,2009,9.80995593,United Kingdom,Europe & Central Asia,3491.25,High income,5.4
1196,GEO,2009,10.19421933,Georgia,Europe & Central Asia,255.28,Lower middle income,17.8
1197,GHA,2009,5.17304409,Ghana,Sub-Saharan Africa,56.67,Lower middle income,77.6
1198,GIN,2009,3.84851388,Guinea,Sub-Saharan Africa,16.56,Low income,113.4
1199,GMB,2009,5.84983434,"Gambia, The",Sub-Saharan Africa,32.15,Low income,83.2
1200,GNB,2009,6.80645346,Guinea-Bissau,Sub-Saharan Africa,35.2,Low income,119.9
1201,GNQ,2009,5.32060059,Equatorial Guinea,Sub-Saharan Africa,702.63,Upper middle income,114.4
1202,GRC,2009,9.76326668,Greece,Europe & Central Asia,2879.08,High income,4.0
1203,GRD,2009,6.24465331,Grenada,Latin America & Caribbean,461.69,Upper middle income,14.6
1204,GTM,2009,6.78776437,Guatemala,Latin America & Caribbean,177.64,Lower middle income,36.7
1205,GUY,2009,7.32019596,Guyana,Latin America & Caribbean,197.5,Upper middle income,38.3
1206,HND,2009,8.84061142,Honduras,Latin America & Caribbean,174.67,Lower middle income,24.5
1207,HRV,2009,8.17701771,Croatia,Europe & Central Asia,1193.49,Upper middle income,5.7
1208,HTI,2009,6.6786433,Haiti,Latin America & Caribbean,44.07,Low income,81.1
1209,HUN,2009,7.54933377,Hungary,Europe & Central Asia,976.78,High income,6.2
1210,IDN,2009,2.82545945,Indonesia,East Asia & Pacific,63.93,Lower middle income,34.8
1211,IND,2009,4.37573742,India,South Asia,48.23,Lower middle income,61.9
1212,IRL,2009,9.53009384,Ireland,Europe & Central Asia,4961.58,High income,4.3
1213,IRN,2009,7.63154127,"Iran, Islamic Rep.",Middle East & North Africa,380.76,Upper middle income,20.3
1214,IRQ,2009,4.64971686,Iraq,Middle East & North Africa,146.76,Upper middle income,37.8
1215,ISL,2009,9.12074545,Iceland,Europe & Central Asia,3671.31,High income,2.7
1216,ISR,2009,7.45871596,Israel,Middle East & North Africa,2057.35,High income,4.7
1217,ITA,2009,9.41489657,Italy,Europe & Central Asia,3488.47,High income,4.1
1218,JAM,2009,5.15809611,Jamaica,Latin America & Caribbean,229.13,Upper middle income,18.6
1219,JOR,2009,9.54302829,Jordan,Middle East & North Africa,362.73,Lower middle income,21.7
1220,JPN,2009,9.51396085,Japan,East Asia & Pacific,3741.59,High income,3.3
1221,KAZ,2009,4.13485255,Kazakhstan,Europe & Central Asia,295.32,Upper middle income,23.6
1222,KEN,2009,4.16756719,Kenya,Sub-Saharan Africa,39.29,Lower middle income,64.6
1223,KGZ,2009,6.79492613,Kyrgyz Republic,Europe & Central Asia,59.02,Lower middle income,31.6
1224,KHM,2009,6.35516894,Cambodia,East Asia & Pacific,46.74,Lower middle income,48.0
1225,KIR,2009,12.24187853,Kiribati,East Asia & Pacific,154.75,Lower middle income,63.7
1226,KNA,2009,5.00208583,St. Kitts and Nevis,Latin America & Caribbean,685.64,High income,12.7
1227,KOR,2009,6.65612235,"Korea, Rep.",East Asia & Pacific,1220.65,High income,4.3
1228,KWT,2009,3.87051709,Kuwait,Middle East & North Africa,1423.52,High income,11.1
1229,LAO,2009,3.77060611,Lao PDR,East Asia & Pacific,34.22,Lower middle income,82.1
1230,LBN,2009,7.42448512,Lebanon,Middle East & North Africa,623.9,Upper middle income,10.8
1231,LBR,2009,14.39018881,Liberia,Sub-Saharan Africa,43.5,Low income,94.6
1232,LBY,2009,3.1625064999999997,Libya,Middle East & North Africa,350.64,Upper middle income,17.6
1233,LCA,2009,8.11908183,St. Lucia,Latin America & Caribbean,545.27,Upper middle income,15.8
1234,LKA,2009,3.36899956,Sri Lanka,South Asia,70.58,Lower middle income,11.7
1235,LSO,2009,9.79523187,Lesotho,Sub-Saharan Africa,84.22,Lower middle income,103.4
1236,LTU,2009,7.53257874,Lithuania,Europe & Central Asia,876.78,High income,6.7
1237,LUX,2009,8.1146262,Luxembourg,Europe & Central Asia,8126.26,High income,2.9
1238,LVA,2009,6.83979658,Latvia,Europe & Central Asia,817.2,High income,8.3
1239,MAR,2009,5.66551271,Morocco,Middle East & North Africa,162.4,Lower middle income,34.8
1240,MCO,2009,4.29791231,Monaco,Europe & Central Asia,6472.14,High income,4.1
1241,MDA,2009,12.48972121,Moldova,Europe & Central Asia,189.05,Lower middle income,17.4
1242,MDG,2009,4.70033897,Madagascar,Sub-Saharan Africa,19.61,Low income,65.9
1243,MDV,2009,9.21822502,Maldives,South Asia,611.23,Upper middle income,14.5
1244,MEX,2009,6.59579987,Mexico,Latin America & Caribbean,526.08,Upper middle income,17.8
1245,MHL,2009,18.97912934,Marshall Islands,East Asia & Pacific,551.37,Upper middle income,39.3
1246,MKD,2009,6.73638221,"Macedonia, FYR",Europe & Central Asia,308.76,Upper middle income,10.9
1247,MLI,2009,6.84936871,Mali,Sub-Saharan Africa,41.78,Low income,141.7
1248,MLT,2009,8.33140474,Malta,Middle East & North Africa,1739.74,High income,6.8
1249,MMR,2009,2.04583935,Myanmar,East Asia & Pacific,13.2,Lower middle income,67.1
1250,MNE,2009,6.07482371,Montenegro,Europe & Central Asia,406.79,Upper middle income,7.4
1251,MNG,2009,5.2898624000000005,Mongolia,East Asia & Pacific,90.83,Lower middle income,28.6
1252,MOZ,2009,5.43496409,Mozambique,Sub-Saharan Africa,24.63,Low income,105.7
1253,MRT,2009,3.78735326,Mauritania,Sub-Saharan Africa,39.61,Lower middle income,100.2
1254,MUS,2009,4.96772048,Mauritius,Sub-Saharan Africa,353.09,Upper middle income,15.4
1255,MWI,2009,10.17733374,Malawi,Sub-Saharan Africa,35.73,Low income,95.7
1256,MYS,2009,3.97454959,Malaysia,East Asia & Pacific,290.62,Upper middle income,7.9
1257,NAM,2009,8.05232515,Namibia,Sub-Saharan Africa,332.05,Upper middle income,58.6
1258,NER,2009,6.97831587,Niger,Sub-Saharan Africa,24.03,Low income,131.6
1259,NGA,2009,4.23500082,Nigeria,Sub-Saharan Africa,74.36,Lower middle income,134.8
1260,NIC,2009,6.81780512,Nicaragua,Latin America & Caribbean,100.83,Lower middle income,25.7
1261,NLD,2009,10.29027545,Netherlands,Europe & Central Asia,5355.07,High income,4.6
1262,NOR,2009,9.48566447,Norway,Europe & Central Asia,7637.2,High income,3.4
1263,NPL,2009,6.40782169,Nepal,South Asia,30.7,Low income,49.6
1264,NRU,2009,9.45726812,Nauru,East Asia & Pacific,511.56,Upper middle income,39.8
1265,NZL,2009,11.20574784,New Zealand,East Asia & Pacific,3145.24,High income,6.3
1266,OMN,2009,2.83003846,Oman,Middle East & North Africa,495.79,High income,11.8
1267,PAK,2009,2.93914413,Pakistan,South Asia,28.51,Lower middle income,93.9
1268,PAN,2009,7.56026325,Panama,Latin America & Caribbean,550.66,Upper middle income,20.3
1269,PER,2009,5.36154745,Peru,Latin America & Caribbean,224.1,Upper middle income,21.4
1270,PHL,2009,4.41043729,Philippines,East Asia & Pacific,81.01,Lower middle income,32.6
1271,PLW,2009,9.52643642,Palau,East Asia & Pacific,927.17,High income,20.0
1272,PNG,2009,4.35763089,Papua New Guinea,East Asia & Pacific,52.76,Lower middle income,67.0
1273,POL,2009,7.12088233,Poland,Europe & Central Asia,815.01,High income,6.3
1274,PRT,2009,10.41844886,Portugal,Europe & Central Asia,2403.96,High income,4.0
1275,PRY,2009,9.13992194,Paraguay,Latin America & Caribbean,237.66,Upper middle income,25.0
1276,QAT,2009,2.63380793,Qatar,Middle East & North Africa,1618.84,High income,9.2
1277,ROU,2009,5.55959499,Romania,Europe & Central Asia,456.81,Upper middle income,12.1
1278,RUS,2009,7.44325087,Russian Federation,Europe & Central Asia,631.99,Upper middle income,10.6
1279,RWA,2009,7.20190506,Rwanda,Sub-Saharan Africa,38.14,Low income,71.2
1280,SAU,2009,4.08644859,Saudi Arabia,Middle East & North Africa,639.74,High income,16.2
1281,SDN,2009,8.0387379,Sudan,Sub-Saharan Africa,109.97,Lower middle income,78.8
1282,SEN,2009,4.807559599999999,Senegal,Sub-Saharan Africa,48.96,Low income,71.3
1283,SGP,2009,4.27307275,Singapore,East Asia & Pacific,1655.89,High income,2.8
1284,SLB,2009,7.92179206,Solomon Islands,East Asia & Pacific,91.99,Lower middle income,28.4
1285,SLE,2009,13.13439594,Sierra Leone,Sub-Saharan Africa,57.07,Low income,169.6
1286,SLV,2009,6.83139755,El Salvador,Latin America & Caribbean,234.4,Lower middle income,20.2
1287,SMR,2009,4.57007456,San Marino,Europe & Central Asia,3562.39,High income,3.6
1288,SRB,2009,9.90349052,Serbia,Europe & Central Asia,576.43,Upper middle income,7.8
1289,STP,2009,6.6527575,Sao Tome and Principe,Sub-Saharan Africa,86.35,Lower middle income,48.2
1290,SUR,2009,6.13576782,Suriname,Latin America & Caribbean,463.95,Upper middle income,24.8
1291,SVK,2009,9.15199445,Slovak Republic,Europe & Central Asia,1483.39,High income,7.2
1292,SVN,2009,9.37871271,Slovenia,Europe & Central Asia,2271.08,High income,3.4
1293,SWE,2009,9.93895273,Sweden,Europe & Central Asia,4357.24,High income,3.1
1294,SWZ,2009,8.46365405,Swaziland,Sub-Saharan Africa,226.8,Lower middle income,104.9
1295,SYC,2009,2.63590921,Seychelles,Sub-Saharan Africa,241.85,High income,14.3
1296,SYR,2009,3.54647033,Syrian Arab Republic,Middle East & North Africa,93.06,Lower middle income,16.4
1297,TCD,2009,3.30677754,Chad,Sub-Saharan Africa,26.58,Low income,153.7
1298,TGO,2009,6.63672007,Togo,Sub-Saharan Africa,33.75,Low income,92.9
1299,THA,2009,4.112478932,Thailand,East Asia & Pacific,162.97,Upper middle income,15.4
1300,TJK,2009,5.92820612,Tajikistan,Europe & Central Asia,39.44,Lower middle income,54.2
1301,TKM,2009,1.88168599,Turkmenistan,Europe & Central Asia,76.4,Upper middle income,64.1
1302,TLS,2009,1.01851052,Timor-Leste,East Asia & Pacific,32.24,Lower middle income,65.5
1303,TON,2009,4.66848316,Tonga,East Asia & Pacific,145.05,Upper middle income,17.2
1304,TTO,2009,6.47087206,Trinidad and Tobago,Latin America & Caribbean,938.84,High income,23.0
1305,TUN,2009,6.18404687,Tunisia,Middle East & North Africa,255.4,Lower middle income,18.3
1306,TUR,2009,6.07952123,Turkey,Europe & Central Asia,522.03,Upper middle income,20.5
1307,TUV,2009,12.821238099999999,Tuvalu,East Asia & Pacific,356.83,Upper middle income,31.8
1308,TZA,2009,3.97365888,Tanzania,Sub-Saharan Africa,25.68,Low income,75.7
1309,UGA,2009,8.42938791,Uganda,Sub-Saharan Africa,49.68,Low income,86.4
1310,UKR,2009,7.79946242,Ukraine,Europe & Central Asia,199.04,Lower middle income,12.3
1311,URY,2009,8.78469846,Uruguay,Latin America & Caribbean,827.09,High income,11.1
1312,USA,2009,16.99914257,United States,North America,8023.0,High income,7.5
1313,UZB,2009,6.31487791,Uzbekistan,Europe & Central Asia,75.75,Lower middle income,38.7
1314,VCT,2009,5.13037013,St. Vincent and the Grenadines,Latin America & Caribbean,316.93,Upper middle income,21.3
1315,VEN,2009,5.81361503,"Venezuela, RB",Latin America & Caribbean,670.59,Upper middle income,17.1
1316,VNM,2009,6.039813099999999,Vietnam,East Asia & Pacific,73.22,Lower middle income,23.6
1317,VUT,2009,3.90267183,Vanuatu,East Asia & Pacific,103.16,Lower middle income,29.0
1318,WSM,2009,5.04306066,Samoa,East Asia & Pacific,160.04,Upper middle income,24.4
1319,YEM,2009,5.31633725,"Yemen, Rep.",Middle East & North Africa,65.91,Lower middle income,58.3
1320,ZAF,2009,8.38628739,South Africa,Sub-Saharan Africa,486.71,Upper middle income,61.5
1321,ZMB,2009,4.72867894,Zambia,Sub-Saharan Africa,53.66,Lower middle income,87.9
1322,ZWE,2009,6.25858308,Zimbabwe,Sub-Saharan Africa,37.21,Low income,94.9
1323,AFG,2010,9.19772273,Afghanistan,South Asia,52.89,Low income,90.2
1324,AGO,2010,3.39114609,Angola,Sub-Saharan Africa,131.8,Lower middle income,119.4
1325,ALB,2010,5.33503501,Albania,Europe & Central Asia,219.27,Upper middle income,16.6
1326,AND,2010,7.99926652,Andorra,Europe & Central Asia,3173.99,High income,3.3
1327,ARE,2010,3.92945183,United Arab Emirates,Middle East & North Africa,1349.45,High income,8.6
1328,ARG,2010,6.55015616,Argentina,Latin America & Caribbean,738.48,Upper middle income,14.5
1329,ARM,2010,4.56226302,Armenia,Europe & Central Asia,143.06,Lower middle income,18.1
1330,ATG,2010,5.6285144,Antigua and Barbuda,Latin America & Caribbean,732.68,High income,10.3
1331,AUS,2010,9.01527191,Australia,East Asia & Pacific,5324.52,High income,4.8
1332,AUT,2010,11.16524816,Austria,Europe & Central Asia,5049.56,High income,4.3
1333,AZE,2010,5.3336001,Azerbaijan,Europe & Central Asia,310.15,Upper middle income,39.2
1334,BDI,2010,8.82066864,Burundi,Sub-Saharan Africa,18.95,Low income,93.6
1335,BEL,2010,10.16564067,Belgium,Europe & Central Asia,4419.44,High income,4.5
1336,BEN,2010,4.94824039,Benin,Sub-Saharan Africa,34.14,Low income,111.1
1337,BFA,2010,7.17005016,Burkina Faso,Sub-Saharan Africa,41.19,Low income,116.4
1338,BGD,2010,3.06355993,Bangladesh,South Asia,23.14,Lower middle income,49.4
1339,BGR,2010,7.24456053,Bulgaria,Europe & Central Asia,488.21,Upper middle income,10.8
1340,BHR,2010,3.63764959,Bahrain,Middle East & North Africa,741.57,High income,8.6
1341,BHS,2010,7.43658423,"Bahamas, The",Latin America & Caribbean,1630.14,High income,13.8
1342,BIH,2010,9.57831611,Bosnia and Herzegovina,Europe & Central Asia,428.65,Upper middle income,6.9
1343,BLR,2010,5.55420409,Belarus,Europe & Central Asia,322.54,Upper middle income,5.5
1344,BLZ,2010,5.84584806,Belize,Latin America & Caribbean,253.95,Upper middle income,18.8
1345,BOL,2010,5.44301385,Bolivia,Latin America & Caribbean,109.76,Lower middle income,46.6
1346,BRA,2010,8.26736921,Brazil,Latin America & Caribbean,919.67,Upper middle income,19.8
1347,BRB,2010,6.16899137,Barbados,Latin America & Caribbean,980.96,High income,14.2
1348,BRN,2010,2.73321659,Brunei Darussalam,East Asia & Pacific,859.66,High income,10.5
1349,BTN,2010,5.17176159,Bhutan,South Asia,113.85,Lower middle income,42.7
1350,BWA,2010,5.64265217,Botswana,Sub-Saharan Africa,378.78,Upper middle income,52.5
1351,CAF,2010,3.89743425,Central African Republic,Sub-Saharan Africa,17.41,Low income,148.9
1352,CAN,2010,11.20113293,Canada,North America,5347.69,High income,5.6
1353,CHE,2010,11.07054472,Switzerland,Europe & Central Asia,7807.62,High income,4.5
1354,CHL,2010,6.96860594,Chile,Latin America & Caribbean,891.12,High income,8.7
1355,CHN,2010,4.88633979,China,East Asia & Pacific,220.08,Upper middle income,15.7
1356,CIV,2010,6.32384065,Cote d'Ivoire,Sub-Saharan Africa,78.17,Lower middle income,110.5
1357,CMR,2010,5.28483734,Cameroon,Sub-Saharan Africa,60.63,Lower middle income,108.3
1358,COD,2010,4.04297925,"Congo, Dem. Rep.",Sub-Saharan Africa,12.58,Low income,115.6
1359,COG,2010,2.29284845,"Congo, Rep.",Sub-Saharan Africa,67.71,Lower middle income,63.9
1360,COL,2010,6.75752454,Colombia,Latin America & Caribbean,422.39,Upper middle income,18.6
1361,COM,2010,5.82480352,Comoros,Sub-Saharan Africa,44.23,Low income,88.2
1362,CPV,2010,4.8314955,Cabo Verde,Sub-Saharan Africa,163.98,Lower middle income,26.5
1363,CRI,2010,9.65747228,Costa Rica,Latin America & Caribbean,771.24,Upper middle income,10.2
1364,CUB,2010,10.19428176,Cuba,Latin America & Caribbean,583.37,Upper middle income,6.1
1365,CYP,2010,7.2339652999999995,Cyprus,Europe & Central Asia,2038.2,High income,3.6
1366,CZE,2010,7.4318989,Czech Republic,Europe & Central Asia,1410.04,High income,3.4
1367,DEU,2010,11.25156004,Germany,Europe & Central Asia,4700.09,High income,4.2
1368,DJI,2010,8.84146484,Djibouti,Middle East & North Africa,120.11,Lower middle income,76.5
1369,DMA,2010,5.71976867,Dominica,Latin America & Caribbean,396.2,Upper middle income,22.1
1370,DNK,2010,11.08183797,Denmark,Europe & Central Asia,6266.81,High income,4.1
1371,DOM,2010,4.06246968,Dominican Republic,Latin America & Caribbean,217.71,Upper middle income,34.4
1372,DZA,2010,5.11715468,Algeria,Middle East & North Africa,228.92,Upper middle income,27.3
1373,ECU,2010,5.9021487,Ecuador,Latin America & Caribbean,274.88,Upper middle income,25.1
1374,EGY,2010,4.79725822,"Egypt, Arab Rep.",Middle East & North Africa,125.5,Lower middle income,29.1
1375,ERI,2010,3.24031896,Eritrea,Sub-Saharan Africa,14.63,Low income,55.2
1376,ESP,2010,9.55574089,Spain,Europe & Central Asia,2846.71,High income,3.8
1377,EST,2010,6.24878186,Estonia,Europe & Central Asia,902.67,High income,4.5
1378,ETH,2010,6.86140983,Ethiopia,Sub-Saharan Africa,20.98,Low income,80.9
1379,FIN,2010,9.0454216,Finland,Europe & Central Asia,4001.33,High income,3.0
1380,FJI,2010,4.22789631,Fiji,East Asia & Pacific,154.4,Upper middle income,24.1
1381,FRA,2010,11.19721933,France,Europe & Central Asia,4583.69,High income,4.2
1382,FSM,2010,13.83044533,"Micronesia, Fed. Sts.",East Asia & Pacific,392.41,Lower middle income,40.0
1383,GAB,2010,3.4057095,Gabon,Sub-Saharan Africa,319.74,Upper middle income,63.7
1384,GBR,2010,9.50702943,United Kingdom,Europe & Central Asia,3491.22,High income,5.2
1385,GEO,2010,10.05158367,Georgia,Europe & Central Asia,274.86,Lower middle income,16.5
1386,GHA,2010,5.33452117,Ghana,Sub-Saharan Africa,70.58,Lower middle income,74.7
1387,GIN,2010,4.54713891,Guinea,Sub-Saharan Africa,19.56,Low income,109.4
1388,GMB,2010,5.75051063,"Gambia, The",Sub-Saharan Africa,32.33,Low income,80.3
1389,GNB,2010,6.69821693,Guinea-Bissau,Sub-Saharan Africa,34.74,Low income,114.0
1390,GNQ,2010,3.83919384,Equatorial Guinea,Sub-Saharan Africa,609.27,Upper middle income,110.6
1391,GRC,2010,9.18486746,Greece,Europe & Central Asia,2458.73,High income,3.9
1392,GRD,2010,6.40660082,Grenada,Latin America & Caribbean,471.95,Upper middle income,14.6
1393,GTM,2010,6.63841729,Guatemala,Latin America & Caribbean,186.27,Lower middle income,35.4
1394,GUY,2010,6.60294394,Guyana,Latin America & Caribbean,198.02,Upper middle income,37.6
1395,HND,2010,8.4510228,Honduras,Latin America & Caribbean,178.39,Lower middle income,23.4
1396,HRV,2010,8.24785313,Croatia,Europe & Central Asia,1143.85,Upper middle income,5.5
1397,HTI,2010,8.09463583,Haiti,Latin America & Caribbean,54.3,Low income,208.0
1398,HUN,2010,7.85048555,Hungary,Europe & Central Asia,1019.85,High income,6.0
1399,IDN,2010,2.7406754,Indonesia,East Asia & Pacific,85.65,Lower middle income,33.3
1400,IND,2010,4.27967981,India,South Asia,59.18,Lower middle income,58.8
1401,IRL,2010,8.76096475,Ireland,Europe & Central Asia,4238.22,High income,4.2
1402,IRN,2010,8.01924969,"Iran, Islamic Rep.",Middle East & North Africa,455.45,Upper middle income,19.3
1403,IRQ,2010,3.82046695,Iraq,Middle East & North Africa,144.98,Upper middle income,36.9
1404,ISL,2010,8.85548842,Iceland,Europe & Central Asia,3690.42,High income,2.6
1405,ISR,2010,7.35697387,Israel,Middle East & North Africa,2247.65,High income,4.6
1406,ITA,2010,9.41991203,Italy,Europe & Central Asia,3384.45,High income,4.0
1407,JAM,2010,5.29687787,Jamaica,Latin America & Caribbean,255.66,Upper middle income,18.1
1408,JOR,2010,8.417632199999998,Jordan,Middle East & North Africa,341.27,Lower middle income,21.1
1409,JPN,2010,9.57849715,Japan,East Asia & Pacific,4110.46,High income,3.2
1410,KAZ,2010,4.42042194,Kazakhstan,Europe & Central Asia,401.21,Upper middle income,21.5
1411,KEN,2010,3.97371597,Kenya,Sub-Saharan Africa,39.41,Lower middle income,62.2
1412,KGZ,2010,6.65733621,Kyrgyz Republic,Europe & Central Asia,58.28,Lower middle income,29.6
1413,KHM,2010,5.95280478,Cambodia,East Asia & Pacific,46.59,Lower middle income,44.4
1414,KIR,2010,10.51872977,Kiribati,East Asia & Pacific,154.16,Lower middle income,62.7
1415,KNA,2010,5.49998123,St. Kitts and Nevis,Latin America & Caribbean,727.48,High income,12.0
1416,KOR,2010,6.79430738,"Korea, Rep.",East Asia & Pacific,1505.02,High income,4.1
1417,KWT,2010,2.7596631,Kuwait,Middle East & North Africa,1041.03,High income,10.8
1418,LAO,2010,2.74584753,Lao PDR,East Asia & Pacific,30.02,Lower middle income,78.9
1419,LBN,2010,7.19133602,Lebanon,Middle East & North Africa,630.23,Upper middle income,10.3
1420,LBR,2010,11.86712183,Liberia,Sub-Saharan Africa,38.76,Low income,89.3
1421,LBY,2010,3.05255664,Libya,Middle East & North Africa,394.34,Upper middle income,16.6
1422,LCA,2010,8.09611928,St. Lucia,Latin America & Caribbean,567.88,Upper middle income,15.4
1423,LKA,2010,3.43256993,Sri Lanka,South Asia,84.22,Lower middle income,11.2
1424,LSO,2010,10.87000705,Lesotho,Sub-Saharan Africa,118.26,Lower middle income,99.7
1425,LTU,2010,7.09033823,Lithuania,Europe & Central Asia,828.65,High income,6.1
1426,LUX,2010,7.68088676,Luxembourg,Europe & Central Asia,7964.46,High income,2.8
1427,LVA,2010,6.55480303,Latvia,Europe & Central Asia,739.38,High income,7.8
1428,MAR,2010,5.85885463,Morocco,Middle East & North Africa,165.63,Lower middle income,33.5
1429,MCO,2010,4.40020002,Monaco,Europe & Central Asia,6410.44,High income,4.0
1430,MDA,2010,12.08179732,Moldova,Europe & Central Asia,196.83,Lower middle income,17.2
1431,MDG,2010,4.86435014,Madagascar,Sub-Saharan Africa,20.15,Low income,62.2
1432,MDV,2010,7.92926355,Maldives,South Asia,556.11,Upper middle income,13.2
1433,MEX,2010,6.39444283,Mexico,Latin America & Caribbean,591.71,Upper middle income,17.3
1434,MHL,2010,17.335113600000003,Marshall Islands,East Asia & Pacific,542.26,Upper middle income,39.2
1435,MKD,2010,6.83334032,"Macedonia, FYR",Europe & Central Asia,312.22,Upper middle income,10.4
1436,MLI,2010,6.35206417,Mali,Sub-Saharan Africa,39.46,Low income,136.5
1437,MLT,2010,8.29921427,Malta,Middle East & North Africa,1753.89,High income,6.8
1438,MMR,2010,1.92028227,Myanmar,East Asia & Pacific,15.25,Lower middle income,64.4
1439,MNE,2010,6.90181545,Montenegro,Europe & Central Asia,456.63,Upper middle income,6.8
1440,MNG,2010,4.69693758,Mongolia,East Asia & Pacific,124.49,Lower middle income,26.1
1441,MOZ,2010,5.3803234,Mozambique,Sub-Saharan Africa,22.39,Low income,100.8
1442,MRT,2010,3.27934195,Mauritania,Sub-Saharan Africa,39.61,Lower middle income,97.4
1443,MUS,2010,5.28526703,Mauritius,Sub-Saharan Africa,411.58,Upper middle income,15.0
1444,MWI,2010,10.04536369,Malawi,Sub-Saharan Africa,36.72,Low income,90.5
1445,MYS,2010,3.99044068,Malaysia,East Asia & Pacific,351.28,Upper middle income,7.9
1446,NAM,2010,7.89329936,Namibia,Sub-Saharan Africa,405.64,Upper middle income,56.0
